None;None;0;23188;2072.4500000000717
None;None;0;20317;2692.7500000001173
None;None;0;24145;3765.699999999596
None;None;0;15774;2789.249999999903
None;None;0;22671;2781.8499999997857
None;None;0;1034;49.800000000001205
None;None;0;31845;3913.099999999629
None;None;0;21967;5056.400000000173
None;None;0;11770;1602.0500000000566
None;None;0;19767;4200.499999999654
None;None;0;21945;3042.099999999786
None;None;0;21417;4385.799999999752
None;None;0;58751;8079.300000002006
None;None;0;11495;2186.4500000000685
None;None;0;26345;3963.0499999996573
None;None;0;30151;4028.749999999641
None;None;0;17105;3720.0499999997
None;None;0;10670;2059.600000000068
None;None;0;19371;3331.300000000109
None;None;0;57673;5464.800000000392
None;None;0;43318;6363.250000001013
None;None;0;29392;4003.0500000000825
None;None;0;20471;4448.9000000000115
None;None;0;11495;2214.9999999999504
None;None;0;14993;3307.3999999999255
None;None;0;20405;2899.0499999998483
None;None;0;11407;2306.400000000041
None;None;0;19767;2416.19999999982
None;None;0;16753;2890.800000000121
None;None;0;17391;2915.8500000000504
None;None;0;17545;3113.4999999998145
None;None;0;29997;4876.349999999734
None;None;0;16797;3151.1999999999
None;None;0;26345;3565.199999999651
None;None;0;31856;4680.449999999828
None;None;0;30118;4363.649999999737
None;None;0;13255;2395.5500000001143
None;None;0;37510;3123.0000000001332
None;None;0;35387;4000.450000000124
None;None;0;39589;4858.9499999994805
None;None;0;17017;2993.2499999997262
None;None;0;21395;4499.5499999998965
None;None;0;25740;3078.549999999753
None;None;0;21395;3059.499999999707
None;None;0;17545;3948.899999999549
None;None;0;14267;3116.5999999999267
None;None;0;17600;2816.899999999825
None;None;0;8492;1287.550000000006
None;None;0;28171;4537.44999999987
None;None;0;18337;3046.59999999993
