0;17897;2472.0500000001925
7;20001;2443.900000000084
7;20001;2932.7499999999995
6;20001;2928.900000000211
0;15347;2022.149999999898
4;20001;3410.09999999966
3;20001;2979.400000000132
4;20001;3015.9999999997217
6;20001;3850.0999999998744
3;20001;2289.150000000115
0;11546;1714.1000000000636
2;20001;3800.699999999816
3;20001;3010.400000000076
0;16505;3494.3000000001825
3;20001;2830.650000000075
2;20001;2621.3499999999985
2;20001;1847.9999999999009
2;20001;3885.9500000000207
0;13573;2005.0000000001323
5;20001;2591.6500000000106
3;20001;3203.900000000136
4;20001;3110.749999999851
5;20001;2124.1500000000124
0;16158;1704.8999999999687
4;20001;2698.5999999997953
6;20001;2468.2500000000973
3;20001;3091.4500000000626
5;20001;2440.400000000008
2;20001;2268.899999999879
2;20001;2160.4999999999422
4;20001;3039.299999999715
2;20001;2665.449999999818
0;9843;1616.5499999999968
0;18568;2969.550000000235
6;20001;3111.4999999997103
0;16475;3215.049999999936
4;20001;2505.9999999998
4;20001;2976.399999999756
2;20001;4110.9999999997035
4;20001;2570.999999999891
0;15850;2743.699999999979
2;20001;2644.799999999998
3;20001;2982.8000000002703
2;20001;3523.299999999636
5;20001;3043.4000000000333
4;20001;1995.9999999998793
3;20001;3637.149999999903
6;20001;3081.499999999715
0;8130;1514.300000000013
6;20001;3441.4999999996576
