None;None;0;5874;6574.409999998872
None;None;0;3098;3354.2899999996635
None;None;0;6114;4733.960000000033
None;None;0;1245;1264.8900000000035
None;None;0;1523;1057.6000000000242
None;None;0;889;541.0799999999829
None;None;0;3293;1968.039999999874
None;None;0;2352;1410.4199999999591
None;None;0;8766;7284.260000001514
None;None;0;1942;1147.9199999999962
None;None;0;1455;934.5499999999703
None;None;0;1869;3281.7600000001567
None;None;0;1956;1164.3299999999963
None;None;0;3049;5233.960000000337
None;None;0;1346;1177.7800000000047
None;None;0;4792;2840.529999999742
None;None;0;2069;3153.470000000153
None;None;0;1978;4697.940000000261
None;None;0;2899;4584.710000000272
None;None;0;50;12.619999999995287
None;None;0;3299;4448.370000000046
None;None;0;7418;5651.820000000509
None;None;0;449;264.0099999999938
None;None;0;5106;7804.620000001844
None;None;0;4923;4384.329999999862
None;None;0;3939;4515.0900000001575
None;None;0;1537;2842.1499999998023
None;None;0;2582;2984.149999999717
None;None;0;5426;3514.2100000003184
None;None;0;1526;1758.8999999999796
None;None;0;5229;4292.240000000282
None;None;0;7967;5525.780000000481
None;None;0;2536;2816.60000000008
None;None;0;1640;1048.7099999999741
None;None;0;1961;1938.2100000000628
None;None;0;1481;845.880000000013
None;None;0;1864;1653.4000000000574
None;None;0;50;-7.020000000009425
None;None;0;4429;3848.2400000003695
None;None;0;10734;8257.13000000209
None;None;0;3499;4445.209999999988
None;None;0;3990;2593.7100000001906
None;None;0;4236;3964.020000000386
None;None;0;6763;6271.659999999012
None;None;0;3163;4860.310000000223
None;None;0;2719;5534.970000000239
None;None;0;50;29.779999999994416
None;None;0;10681;7321.090000001521
None;None;0;50;5.1499999999929855
None;None;0;3471;6409.729999999281
