Gen;Ai;0;60;158.5
Gen;Ai;0;61;128.37
Gen;Ai;0;76;93.92000000000269
Gen;Ai;0;63;103.2999999999999
Gen;Ai;0;60;146.0
Gen;Ai;0;245;253.77999999999565
Gen;Ai;0;241;163.4200000000025
Gen;Ai;0;69;119.9899999999996
Gen;Ai;0;637;407.6099999999969
Gen;Ai;0;202;258.1999999999925
Gen;Ai;0;61;116.38999999999999
Gen;Ai;0;60;121.0
Gen;Ai;0;103;140.74999999999994
Gen;Ai;0;61;-1.739999999999717
Gen;Ai;0;85;120.56999999999965
Gen;Ai;0;281;250.20999999998014
Gen;Ai;0;234;167.14000000000243
Gen;Ai;0;60;135.0
Gen;Ai;0;60;143.0
Gen;Ai;0;93;160.09999999999948
Gen;Ai;0;265;194.78000000000287
Gen;Ai;0;95;145.95999999999827
Gen;Ai;0;125;180.06999999999366
Gen;Ai;0;60;118.0
Gen;Ai;0;186;209.97999999998927
Gen;Ai;0;60;136.5
Gen;Ai;0;60;147.5
Gen;Ai;0;63;84.74999999999736
Gen;Ai;0;619;521.5199999999909
Gen;Ai;0;60;104.0
Gen;Ai;0;68;78.46999999999969
Gen;Ai;0;535;554.9599999999967
Gen;Ai;0;60;161.5
Gen;Ai;0;60;118.0
Gen;Ai;0;61;100.57
Gen;Ai;0;63;69.10000000000132
Gen;Ai;0;60;118.0
Gen;Ai;0;67;105.58999999999993
Gen;Ai;0;809;765.1599999999821
Gen;Ai;0;298;300.55999999999676
Gen;Ai;0;62;2.0900000000004857
Gen;Ai;0;90;74.88000000000463
Gen;Ai;0;320;444.13999999999874
Gen;Ai;0;531;426.57999999999316
Gen;Ai;0;82;101.5800000000005
Gen;Ai;0;60;101.0
Gen;Ai;0;62;131.57999999999998
Gen;Ai;0;60;84.08
Gen;Ai;0;90;80.6900000000009
Gen;Ai;0;60;90.0
