0;0;566;130.0
1;0;8481;1594.2500000000216
2;0;2497;842.4
3;0;3938;124.50000000000017
4;0;517;-196.85
5;0;8074;471.0
6;0;495;-205.0
7;0;10945;1895.3500000000197
8;0;572;130.0
9;6;20001;3951.9999999995803
10;0;4694;638.4499999999998
11;0;1375;166.5
12;6;20001;4032.399999999568
13;0;954;173.54999999999998
14;2;20001;1627.2499999999277
15;4;20001;2796.299999999764
16;0;10004;899.3999999999838
17;0;7315;1300.2500000000093
18;3;20001;2124.250000000129
19;0;6432;889.4999999999902
20;2;20001;3103.1499999998123
21;0;569;130.0
22;0;15895;2250.949999999961
23;3;20001;1647.7000000000085
24;0;18730;2477.3500000000026
25;6;20001;3231.499999999693
26;0;5035;652.4499999999932
27;6;20001;3488.2999999996505
28;0;492;-205.0
29;0;517;-200.45
30;0;495;-205.0
31;4;20001;2175.9999999998527
32;5;20001;2358.6500000000055
33;0;489;-205.0
34;4;20001;1058.8000000000293
35;2;20001;881.550000000021
36;0;489;-205.0
37;0;583;-162.5
38;3;20001;1977.400000000111
39;2;20001;2230.4999999998386
40;3;20001;974.5999999999774
41;0;17283;1915.699999999995
42;4;20001;2584.5999999999126
43;0;7290;926.7000000000186
44;5;20001;2315.9000000000124
45;2;20001;1211.1999999999998
46;2;20001;1400.9499999999646
47;0;9297;1945.7999999999247
48;6;20001;3693.400000000088
49;0;492;-205.0
