0;0;3542;901.2999999999981
1;0;770;462.7500000000001
2;0;638;245.5
3;0;9075;429.7499999999947
4;0;627;240.0
5;0;1034;201.55000000000052
6;0;638;251.0
7;0;627;185.0
8;0;1452;205.89999999999986
9;0;594;-125.5
10;0;836;-156.75000000000003
11;0;935;241.50000000000136
12;0;968;199.0
13;0;1144;156.0
14;0;682;-193.85
15;2;20001;1252.8999999999935
16;0;1592;17.1000000000002
17;0;2992;335.60000000000116
18;0;13970;1077.3999999999846
19;0;1320;329.5
20;0;10967;433.8499999999954
21;2;20001;1224.6999999999962
22;4;20001;2655.9999999997763
23;2;20001;2470.4999999998013
24;5;20001;2804.749999999962
25;4;20001;3015.9999999997226
26;6;20001;2205.5999999999894
27;0;14876;2998.949999999933
28;0;572;130.0
29;0;495;-205.0
30;0;1331;278.19999999999965
31;0;6699;690.7499999999999
32;0;495;-205.0
33;0;12364;1406.200000000034
34;2;20001;881.9500000000211
35;2;20001;993.350000000026
36;0;7111;1075.4500000000123
37;0;572;130.0
38;0;572;130.0
39;0;495;-205.0
40;0;16489;2181.6999999999607
41;0;572;130.0
42;6;20001;3602.799999999633
43;0;569;130.0
44;0;9669;1362.2000000000355
45;0;19987;2575.3999999999714
46;0;6699;934.3499999999848
47;2;20001;1212.1499999999996
48;0;492;-205.0
49;0;7018;1152.849999999998
