0;0;5874;1112.8999999999915
1;0;1221;403.5499999999994
2;0;4532;978.1000000000078
3;0;638;278.5
4;0;1254;630.3499999999988
5;0;1144;469.0499999999989
6;0;2376;766.5999999999998
7;0;1199;252.15000000000146
8;0;1342;189.0
9;0;638;328.0
10;0;847;264.0
11;0;6600;791.6499999999935
12;2;20001;2841.6999999998093
13;0;9732;1436.299999999999
14;3;20001;993.7999999999764
15;0;8368;1067.7500000000211
16;0;9394;1431.6499999999708
17;0;5665;594.2500000000006
18;0;11451;1546.8999999999564
19;3;20001;3912.5000000002515
20;0;3627;492.1499999999995
21;4;20001;3504.999999999645
22;2;20001;880.9000000000209
23;0;2205;735.2
24;0;1188;136.5
25;0;605;-150.0
26;0;16071;2340.2999999998715
27;0;10076;1429.9999999999575
28;0;528;-195.0
29;0;3850;520.4499999999977
30;0;1716;470.89999999999895
31;6;20001;3051.4999999997194
32;0;17674;3076.750000000169
33;6;20001;3965.2499999995666
34;0;6179;750.9999999999922
35;0;9768;826.2500000000059
36;0;572;130.0
37;0;572;130.0
38;4;20001;1786.0000000000757
39;0;569;130.0
40;3;20001;3409.4500000000908
41;2;20001;1211.2999999999997
42;2;20001;2335.0499999999042
43;0;508;-148.7
44;0;2112;276.9000000000011
45;0;572;130.0
46;2;20001;1718.0499999999151
47;4;20001;2820.2499999998454
48;0;489;-205.0
49;0;495;-205.0
