0;0;5335;728.1500000000088
1;2;20001;2773.349999999786
2;0;4353;477.79999999999717
3;0;1243;179.0
4;0;1661;345.4999999999977
5;0;14850;1330.249999999975
6;0;1056;331.6000000000007
7;0;847;183.14999999999986
8;0;3124;468.79999999999995
9;0;4961;681.0000000000057
10;0;15950;2271.649999999854
11;0;847;208.0
12;0;7755;723.0000000000122
13;6;20001;2236.449999999951
14;4;20001;3088.499999999708
15;2;20001;2492.099999999919
16;2;20001;1517.299999999932
17;3;20001;969.7499999999776
18;4;20001;2445.999999999808
19;0;10399;1747.0500000000475
20;4;20001;2976.2999999997287
21;0;10766;262.45
22;0;6798;839.8999999999999
23;0;5170;674.449999999992
24;0;7656;991.700000000007
25;2;20001;1211.1999999999998
26;0;492;-205.0
27;0;11638;1718.9499999999246
28;0;583;-129.0
29;2;20001;2230.4999999998377
30;4;20001;2385.999999999817
31;4;20001;3124.4999999997035
32;2;20001;935.4000000000235
33;0;516;-202.65
34;6;20001;2477.149999999903
35;0;5090;1001.599999999994
36;0;9427;397.54999999999995
37;0;528;-203.4
38;0;3982;596.8499999999996
39;0;19195;2999.699999999946
40;0;572;130.0
41;2;20001;950.5500000000243
42;0;569;130.0
43;6;20001;2136.6999999999807
44;0;569;130.0
45;0;3960;725.6499999999985
46;0;9999;1260.7000000000382
47;0;9295;1566.5000000000337
48;2;20001;881.8500000000209
49;0;503;-202.6
